Id,MSSubClass,MSZoning_0,MSZoning_1,MSZoning_2,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Condition1_0,Condition1_1,Condition1_2,Condition1_3,Condition2_0,Condition2_1,Condition2_2,Condition2_3,BldgType_0,BldgType_1,BldgType_2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_0,RoofStyle_1,RoofStyle_2,RoofMatl_0,RoofMatl_1,RoofMatl_2,RoofMatl_3,Exterior1st_0,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior2nd_0,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrArea,ExterQual,ExterCond,Foundation_0,Foundation_1,Foundation_2,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_0,Heating_1,Heating_2,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType_0,SaleType_1,SaleType_2,SaleType_3,SaleCondition_0,SaleCondition_1,SaleCondition_2,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_nan,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_ELO,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,SalePrice
769,20,0,0,1,70.0,9100,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,2004,2005,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,2,3,4,1,24.0,6,0.0,1836.0,1860.0,0,0,1,0,1,1836,0,0,1836,0.0,0.0,2,0,3,1,1,8,0,1,4,2,2004.0,1,2.0,484.0,3,3,0,120,33,0,0,0,0,5,0,10,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,216837
771,85,0,0,1,0.0,7252,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,8,5,5,1982,1982,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,2,2,0,1,0,2,3,2,1,685.0,6,0.0,173.0,858.0,0,0,1,2,1,858,0,0,858,1.0,0.0,1,0,2,1,2,5,0,0,0,6,1983.0,3,2.0,576.0,3,3,0,120,0,0,0,0,0,5,0,4,2009,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,134900
772,20,0,0,1,67.0,8877,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,5,1951,1951,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,2,2,0,1,0,4,4,4,5,836.0,6,0.0,0.0,836.0,0,0,1,2,1,1220,0,0,1220,0.0,0.0,1,0,2,1,2,6,0,0,0,6,1951.0,3,2.0,396.0,3,3,0,0,0,0,0,0,0,5,0,4,2006,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,102000
773,80,0,0,1,94.0,7819,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7,6,5,1976,1976,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,2,2,0,1,0,3,3,2,2,422.0,3,127.0,480.0,1029.0,0,0,1,2,1,1117,0,0,1117,1.0,0.0,1,0,3,1,2,6,0,1,3,6,1976.0,3,2.0,672.0,3,3,0,144,0,0,0,0,0,2,0,3,2010,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,107000
774,20,0,0,1,70.0,10150,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,5,5,1958,1958,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1.0,2,2,0,1,0,3,3,4,4,456.0,6,0.0,456.0,912.0,0,0,1,0,1,912,0,0,912,0.0,0.0,1,0,2,1,2,5,0,0,0,2,1958.0,2,1.0,275.0,3,3,0,0,0,0,0,0,0,5,0,7,2007,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,114500
776,120,0,1,0,32.0,4500,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,6,5,1998,1998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,320.0,2,2,0,0,1,1,3,4,1,866.0,6,0.0,338.0,1204.0,0,0,1,0,1,1204,0,0,1204,1.0,0.0,2,0,2,1,2,5,0,0,0,2,1998.0,1,2.0,412.0,3,3,0,0,247,0,0,0,0,5,0,6,2009,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,162000
777,20,0,0,1,86.0,11210,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,2005,2006,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,240.0,1,2,0,0,1,2,3,2,1,20.0,6,0.0,1594.0,1614.0,0,0,1,0,1,1614,0,0,1614,0.0,0.0,2,0,3,1,1,7,0,0,0,2,2005.0,2,3.0,865.0,3,3,0,144,59,0,0,0,0,5,0,7,2006,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,221500
778,20,0,0,1,100.0,13350,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5,5,1974,1974,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0,2,2,0,1,0,3,3,4,2,762.0,6,0.0,102.0,864.0,0,0,1,2,1,894,0,0,894,1.0,0.0,1,0,3,1,2,5,0,1,2,2,1974.0,3,2.0,440.0,3,3,0,241,0,0,0,0,0,2,0,6,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,142500
779,90,1,0,1,60.0,8400,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,5,5,1977,1977,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,320.0,2,2,1,0,1,6,6,5,7,0.0,7,0.0,0.0,0.0,0,0,1,2,1,2020,0,0,2020,0.0,0.0,2,0,4,2,2,10,0,2,3,6,1977.0,3,2.0,630.0,3,3,0,0,0,0,0,0,0,5,0,10,2007,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,144000
780,90,0,0,1,78.0,10530,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,8,6,5,1977,1977,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,90.0,2,2,0,1,0,2,3,1,1,975.0,6,0.0,0.0,975.0,0,0,1,2,1,1004,0,0,1004,1.0,0.0,1,0,2,1,2,4,0,0,0,2,1977.0,3,2.0,504.0,3,3,0,0,0,0,0,0,0,5,0,5,2006,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,135000
781,20,0,0,1,63.0,7875,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,7,5,1995,1996,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,38.0,2,2,0,0,1,2,2,4,6,0.0,6,0.0,1237.0,1237.0,0,0,1,1,1,1253,0,0,1253,0.0,0.0,2,0,3,1,2,6,0,1,3,2,1995.0,1,2.0,402.0,3,3,0,220,21,0,0,0,0,5,0,6,2007,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,176000
782,60,0,0,1,65.0,7153,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,4,6,5,1992,1992,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,1,0,0,1,2,3,4,2,387.0,6,0.0,374.0,761.0,0,0,1,0,1,810,793,0,1603,0.0,0.0,2,1,3,1,1,7,0,0,0,2,1992.0,2,2.0,484.0,3,3,0,0,124,0,0,0,0,5,0,7,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,175900
783,20,0,0,1,67.0,16285,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,2001,2002,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,2,3,4,6,0.0,6,0.0,1413.0,1413.0,0,0,1,0,1,1430,0,0,1430,0.0,0.0,2,0,3,1,1,6,0,0,0,2,2001.0,2,2.0,605.0,3,3,0,0,33,0,0,0,0,5,0,6,2009,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,187100
784,85,0,0,1,0.0,9101,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,8,5,6,1978,1978,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,104.0,2,1,0,0,1,2,3,2,1,1097.0,6,0.0,0.0,1097.0,0,0,1,0,1,1110,0,0,1110,1.0,0.0,1,0,1,1,1,4,0,1,3,2,1978.0,1,2.0,602.0,3,3,0,303,30,0,0,0,0,5,0,7,2009,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,165500
786,20,0,0,1,0.0,9790,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,6,5,1967,1967,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0.0,2,2,0,1,0,3,3,4,4,251.0,5,630.0,491.0,1372.0,0,0,1,2,1,1342,0,0,1342,0.0,0.0,2,0,3,1,2,7,0,1,4,2,1967.0,3,2.0,457.0,3,3,0,0,0,0,0,197,0,5,0,9,2009,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,161500
787,50,0,1,0,60.0,10800,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,5,6,1915,1950,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,2,1,0,0,1,4,3,4,5,686.0,6,0.0,0.0,686.0,0,0,1,2,1,966,686,0,1652,1.0,0.0,2,0,4,1,2,7,0,0,0,6,1961.0,3,1.0,416.0,3,3,0,0,0,196,0,0,0,5,1200,6,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,139000
788,60,0,0,1,76.0,10142,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,4,7,5,2004,2004,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,2,3,4,1,656.0,6,0.0,300.0,956.0,0,0,1,0,1,956,1128,0,2084,1.0,0.0,2,1,4,1,1,8,0,0,0,4,2004.0,2,2.0,618.0,3,3,0,0,45,0,0,0,0,5,0,1,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,233000
789,20,0,1,0,50.0,6000,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,7,1954,2000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,2,2,0,1,0,3,3,4,6,0.0,6,0.0,901.0,901.0,0,0,1,0,1,901,0,0,901,0.0,0.0,1,0,2,1,2,4,0,0,0,6,1954.0,3,1.0,281.0,4,3,0,0,0,0,0,0,0,5,0,8,2008,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,107900
790,60,0,0,1,0.0,12205,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,6,8,1966,2007,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,157.0,2,2,0,1,0,3,4,1,5,568.0,6,0.0,264.0,832.0,0,0,1,1,1,976,1111,0,2087,0.0,0.0,2,1,5,1,1,9,0,0,0,2,1966.0,1,2.0,444.0,3,3,0,133,168,0,0,0,0,5,0,7,2007,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,187500
791,120,0,0,1,43.0,3182,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,7,5,2005,2006,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11.0,1,2,0,0,1,2,3,4,1,16.0,6,0.0,1129.0,1145.0,0,0,1,0,1,1145,0,0,1145,0.0,0.0,2,0,2,1,1,5,0,1,4,2,2005.0,1,2.0,397.0,3,3,0,100,16,0,0,0,0,5,0,9,2009,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,160200
792,80,0,0,1,0.0,11333,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,7,6,5,1976,1976,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,2,2,0,0,1,2,3,2,2,539.0,6,0.0,490.0,1029.0,0,0,1,2,1,1062,0,0,1062,1.0,0.0,1,0,3,1,2,5,0,2,3,2,1976.0,2,2.0,539.0,3,3,0,120,0,0,0,0,0,5,0,5,2007,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,146800
793,60,0,0,1,92.0,9920,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,7,5,1996,1997,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,1,2,0,0,1,2,3,2,1,862.0,6,0.0,255.0,1117.0,0,0,1,0,1,1127,886,0,2013,1.0,0.0,2,1,3,1,2,8,0,1,3,2,1997.0,3,2.0,455.0,3,3,0,180,130,0,0,0,0,5,0,6,2007,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,269790
794,20,0,0,1,76.0,9158,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,8,5,2007,2007,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,140.0,1,2,0,0,1,2,3,2,6,0.0,6,0.0,1496.0,1496.0,0,0,1,0,1,1496,0,0,1496,0.0,0.0,2,0,3,1,1,7,0,0,0,2,2007.0,1,2.0,474.0,3,3,0,168,130,0,0,0,0,5,0,6,2007,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,225000
795,60,0,0,1,0.0,10832,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,7,5,1994,1996,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,1,2,0,0,1,2,3,4,6,0.0,6,0.0,712.0,712.0,0,0,1,0,1,1086,809,0,1895,0.0,0.0,2,1,3,1,1,7,0,1,3,2,1994.0,1,2.0,409.0,3,3,0,143,46,0,0,0,0,5,500,10,2008,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,194500
796,60,0,0,1,70.0,8400,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,4,6,6,1980,1981,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,130.0,2,2,0,1,0,2,3,4,6,0.0,6,0.0,650.0,650.0,0,0,1,2,1,888,676,0,1564,0.0,0.0,2,1,3,1,2,7,0,1,3,2,1980.0,3,2.0,476.0,3,3,0,0,50,0,0,204,0,2,0,4,2010,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,171000
797,20,0,0,1,71.0,8197,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6,5,1977,1977,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,148.0,2,2,0,1,0,3,3,4,6,0.0,6,0.0,660.0,660.0,0,0,1,0,1,1285,0,0,1285,0.0,0.0,1,1,3,1,2,7,0,1,3,2,1977.0,2,2.0,528.0,3,3,0,138,0,0,0,0,0,2,0,4,2007,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,143500
798,20,0,0,1,57.0,7677,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,5,1953,1953,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,2,2,0,1,0,3,3,4,3,570.0,6,0.0,203.0,773.0,0,0,1,1,1,773,0,0,773,0.0,0.0,1,0,2,1,2,4,0,0,0,2,1953.0,3,1.0,240.0,3,3,0,0,0,0,0,0,0,5,0,4,2008,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,110000
800,50,0,0,1,60.0,7200,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,5,7,1937,1950,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,252.0,2,2,0,1,1,2,3,4,2,569.0,6,0.0,162.0,731.0,0,0,1,0,1,981,787,0,1768,1.0,0.0,1,1,3,1,1,7,0,2,3,6,1939.0,3,1.0,240.0,3,3,0,0,0,264,0,0,0,2,0,6,2007,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,175000
801,60,0,0,1,79.0,12798,1,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,4,6,5,1997,1997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,2,2,0,0,1,2,3,1,1,462.0,6,0.0,154.0,616.0,0,0,1,1,1,616,1072,0,1688,1.0,0.0,2,1,4,1,1,8,0,0,0,2,1997.0,2,2.0,603.0,3,3,0,403,114,185,0,0,0,5,400,5,2008,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,200000
802,30,0,1,0,40.0,4800,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,4,7,1916,1990,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,2,2,0,1,0,3,3,4,5,197.0,6,0.0,999.0,1196.0,0,0,1,0,1,1196,0,0,1196,1.0,0.0,1,0,2,1,2,5,0,0,0,6,1957.0,3,2.0,440.0,3,3,0,0,0,0,0,0,0,5,0,7,2007,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,109900
803,60,0,0,1,63.0,8199,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,7,5,2005,2005,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0.0,1,2,0,0,1,2,3,2,1,648.0,6,0.0,80.0,728.0,0,0,1,0,1,728,728,0,1456,1.0,0.0,2,1,3,1,1,7,0,1,4,2,2005.0,1,2.0,410.0,3,3,0,36,18,0,0,0,0,5,0,10,2008,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,189000
805,20,0,0,1,75.0,9000,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,5,1954,1954,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,2,2,0,1,0,3,3,4,5,812.0,6,0.0,124.0,936.0,0,0,1,2,1,1128,0,0,1128,0.0,0.0,1,0,2,1,2,5,1,0,0,2,1954.0,3,1.0,286.0,3,3,0,0,0,0,0,0,0,3,0,6,2006,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,118000
806,20,0,0,1,91.0,12274,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,7,5,2008,2008,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,256.0,1,2,0,0,1,2,3,4,6,0.0,6,0.0,1417.0,1417.0,0,0,1,0,1,1428,0,0,1428,0.0,0.0,2,0,3,1,0,6,0,0,0,2,2008.0,2,2.0,554.0,3,3,0,0,60,0,0,0,0,5,0,7,2008,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,227680
807,80,0,0,1,75.0,9750,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,5,5,1967,1967,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,2,2,0,0,1,3,3,2,2,400.0,4,480.0,100.0,980.0,0,0,1,1,1,980,0,0,980,0.0,0.0,2,0,3,1,2,6,0,0,0,2,1967.0,1,1.0,384.0,3,3,0,68,0,0,0,0,0,5,0,10,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,135500
809,80,0,0,1,85.0,13400,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,5,5,1966,1966,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1047.0,2,2,0,1,0,3,3,2,2,516.0,3,128.0,380.0,1024.0,0,0,1,2,1,1086,0,0,1086,1.0,0.0,1,0,3,1,2,6,0,1,4,2,1966.0,2,2.0,484.0,3,3,0,0,0,0,0,0,0,3,0,6,2006,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,159950
810,75,0,1,0,90.0,8100,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,5,5,1898,1965,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0.0,2,2,0,0,1,3,3,4,6,0.0,6,0.0,849.0,849.0,0,0,1,2,0,1075,1063,0,2138,0.0,0.0,2,0,2,3,2,11,0,0,0,6,1910.0,3,2.0,360.0,4,5,2,40,156,0,0,0,0,2,0,11,2009,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,106000
811,20,0,0,1,78.0,10140,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,6,6,1974,1999,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,99.0,2,2,0,1,0,3,3,4,2,663.0,5,377.0,0.0,1040.0,0,0,1,3,1,1309,0,0,1309,1.0,0.0,1,1,3,1,1,5,0,1,2,2,1974.0,2,2.0,484.0,3,3,0,265,0,0,0,0,648,1,0,1,2006,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,181000
812,120,0,1,0,0.0,4438,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,6,5,2004,2004,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,169.0,1,2,0,0,1,2,3,1,1,662.0,6,0.0,186.0,848.0,0,0,1,0,1,848,0,0,848,1.0,0.0,1,0,1,1,1,4,0,1,4,2,2004.0,1,2.0,420.0,3,3,0,140,0,0,0,0,0,5,0,6,2008,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,144500
813,20,0,1,1,66.0,8712,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5,5,1952,1952,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,3,2,0,1,0,3,3,2,6,0.0,6,0.0,540.0,540.0,0,0,1,2,0,1044,0,0,1044,0.0,0.0,1,0,2,1,3,4,0,0,0,3,1952.0,3,2.0,504.0,3,3,2,0,0,0,0,0,0,5,54,6,2010,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,55993
814,20,0,0,1,75.0,9750,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6,6,1958,1958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,243.0,2,2,0,1,0,3,3,4,4,608.0,6,0.0,834.0,1442.0,0,0,1,1,1,1442,0,0,1442,0.0,0.0,1,1,4,1,2,7,0,0,0,2,1958.0,2,1.0,301.0,3,3,0,0,0,275,0,0,0,5,500,4,2007,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,157900
815,50,0,0,1,45.0,8248,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,5,7,1918,1950,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0.0,2,2,0,1,1,3,3,4,6,0.0,6,0.0,686.0,686.0,0,1,0,1,1,686,564,0,1250,0.0,1.0,1,1,3,1,3,7,0,0,0,6,1955.0,3,1.0,280.0,3,3,1,207,0,96,0,0,0,5,0,7,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,116000
816,20,0,0,1,48.0,12137,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,1998,1998,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,442.0,2,2,0,0,1,2,3,4,6,0.0,6,0.0,1649.0,1649.0,0,0,1,0,1,1661,0,0,1661,0.0,0.0,2,0,3,1,1,6,0,0,0,2,1998.0,2,2.0,598.0,3,3,0,0,34,0,0,0,0,5,0,5,2010,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,224900
817,20,0,0,1,0.0,11425,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,6,1954,1954,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.0,2,2,0,1,0,3,3,4,3,486.0,6,0.0,522.0,1008.0,0,0,1,1,1,1008,0,0,1008,0.0,0.0,1,0,2,1,2,4,0,1,4,2,1954.0,2,1.0,275.0,3,3,0,0,0,120,0,0,0,5,0,7,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,137000
818,20,0,0,1,0.0,13265,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,8,5,2002,2002,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,148.0,1,2,0,0,1,2,3,4,1,1218.0,6,0.0,350.0,1568.0,0,0,1,0,1,1689,0,0,1689,1.0,0.0,2,0,3,1,1,7,0,2,4,2,2002.0,2,3.0,857.0,3,3,0,150,59,0,0,0,0,5,0,7,2008,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,271000
819,80,0,0,1,80.0,8816,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,6,7,1971,1971,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,80.0,2,2,0,1,0,3,3,2,1,504.0,6,0.0,506.0,1010.0,0,0,1,1,1,1052,0,0,1052,1.0,0.0,1,0,3,1,2,6,0,0,0,2,1971.0,3,2.0,440.0,3,3,0,0,0,0,0,0,0,2,0,6,2010,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,155000
820,120,0,0,1,44.0,6371,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,7,5,2009,2010,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,128.0,1,2,0,0,1,2,3,3,1,733.0,6,0.0,625.0,1358.0,0,0,1,0,1,1358,0,0,1358,1.0,0.0,2,0,2,1,1,6,0,1,4,2,2010.0,2,2.0,484.0,3,3,0,192,35,0,0,0,0,5,0,6,2010,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,224000
